Title,Speaker,Date Posted,Link
Can you solve the honeybee riddle?,Dan Finkel,Aug 2020,https://www.ted.com/talks/dan_finkel_can_you_solve_the_honeybee_riddle
Can you solve the human cannonball riddle?,Alex Rosenthal,Nov 2021,https://www.ted.com/talks/alex_rosenthal_can_you_solve_the_human_cannonball_riddle
Can you solve the jail break riddle?,Daniel Finkel,Feb 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_jail_break_riddle
Can you solve the killer robo-ants riddle?,Daniel Finkel,Oct 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_killer_robo_ants_riddle
Can you solve the locker riddle?,Lisa Winer,Mar 2016,https://www.ted.com/talks/lisa_winer_can_you_solve_the_locker_riddle
Can you solve the logician's rave riddle?,Edwin Meyer,Feb 2021,https://www.ted.com/talks/edwin_meyer_can_you_solve_the_logician_s_rave_riddle
Can you solve the monster duel riddle?,Alex Gendler,Dec 2020,https://www.ted.com/talks/alex_gendler_can_you_solve_the_monster_duel_riddle
Can you solve the multiplying rabbits riddle?,Alex Gendler,Jan 2019,https://www.ted.com/talks/alex_gendler_can_you_solve_the_multiplying_rabbits_riddle
Can you solve the multiverse rescue mission riddle?,Daniel Finkel,Aug 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle
Can you solve the passcode riddle?,Ganesh Pai,Jul 2016,https://www.ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle
Can you solve the pirate riddle?,Alex Gendler,May 2017,https://www.ted.com/talks/alex_gendler_can_you_solve_the_pirate_riddle
Can you solve the prisoner boxes riddle?,Yossi Elran,Oct 2016,https://www.ted.com/talks/yossi_elran_can_you_solve_the_prisoner_boxes_riddle
Can you solve the rebel supplies riddle?,Alex Gendler,Sep 2018,https://www.ted.com/talks/alex_gendler_can_you_solve_the_rebel_supplies_riddle
Can you solve the riddle and escape Hades?,Dan Finkel,Oct 2020,https://www.ted.com/talks/dan_finkel_can_you_solve_the_riddle_and_escape_hades
Can you solve the risky disk riddle?,James Tanton,Oct 2021,https://www.ted.com/talks/james_tanton_can_you_solve_the_risky_disk_riddle
Can you solve the river crossing riddle?,Lisa Winer,Nov 2016,https://www.ted.com/talks/lisa_winer_can_you_solve_the_river_crossing_riddle
Can you solve the rogue AI riddle?,Dan Finkel,Aug 2018,https://www.ted.com/talks/dan_finkel_can_you_solve_the_rogue_ai_riddle
Can you solve the rogue submarine riddle? Difficulty level: Master,Alex Rosenthal,Sep 2021,https://www.ted.com/talks/alex_rosenthal_can_you_solve_the_rogue_submarine_riddle_difficulty_level_master
Can you solve the sea monster riddle?,Daniel Finkel,Apr 2020,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle
Can you solve the secret sauce riddle?,Alex Gendler,Sep 2019,https://www.ted.com/talks/alex_gendler_can_you_solve_the_secret_sauce_riddle
Can you solve the secret werewolf riddle?,Dan Finkel,Nov 2018,https://www.ted.com/talks/dan_finkel_can_you_solve_the_secret_werewolf_riddle
Can you solve the sorting hat riddle?,Dan Katz and Alex Rosenthal,Sep 2020,https://www.ted.com/talks/dan_katz_and_alex_rosenthal_can_you_solve_the_sorting_hat_riddle
Can you solve the stolen rubies riddle?,Dennis Shasha,Oct 2018,https://www.ted.com/talks/dennis_shasha_can_you_solve_the_stolen_rubies_riddle
Can you solve the three gods riddle?,Alex Gendler,Feb 2017,https://www.ted.com/talks/alex_gendler_can_you_solve_the_three_gods_riddle
Can you solve the time travel riddle?,Daniel Finkel,Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_time_travel_riddle
Can you solve the time traveling car riddle?,Daniel Finkel,Jul 2023,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_time_traveling_car_riddle
Can you solve the troll's paradox riddle?,Daniel Finkel,Dec 2018,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle
Can you solve the unstoppable blob riddle?,Daniel Finkel,Mar 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_unstoppable_blob_riddle
Can you solve the vampire hunter riddle?,Daniel Finkel,Jan 2019,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle
Can you solve the virus riddle?,Lisa Winer,Apr 2017,https://www.ted.com/talks/lisa_winer_can_you_solve_the_virus_riddle
Can you solve the world's most evil wizard riddle?,Dan Finkel,May 2020,https://www.ted.com/talks/dan_finkel_can_you_solve_the_world_s_most_evil_wizard_riddle
Can you spot the problem with these headlines? (Level 1),Jeff Leek and Lucy McGowan,May 2019,https://www.ted.com/talks/jeff_leek_and_lucy_mcgowan_can_you_spot_the_problem_with_these_headlines_level_1
Can you steal the most powerful wand in the wizarding world?,Dan Finkel,Jan 2023,https://www.ted.com/talks/dan_finkel_can_you_steal_the_most_powerful_wand_in_the_wizarding_world
Can you survive nuclear fallout?,Brooke Buddemeier and Jessica S. Wieder,Jan 2019,https://www.ted.com/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout
Can you survive the creation of the universe by solving this riddle?,James Tanton,Feb 2022,https://www.ted.com/talks/james_tanton_can_you_survive_the_creation_of_the_universe_by_solving_this_riddle
Can you win a game of quantum foosball?,Matteo Fadel,Dec 2020,https://www.ted.com/talks/matteo_fadel_can_you_win_a_game_of_quantum_foosball
Can zoos actually save species from extinction?,Nigel Rothfels,Apr 2023,https://www.ted.com/talks/nigel_rothfels_can_zoos_actually_save_species_from_extinction
Can't stick to a budget? Try these tweaks instead,Wendy De La Rosa,Jan 2021,https://www.ted.com/talks/wendy_de_la_rosa_can_t_stick_to_a_budget_try_these_tweaks_instead
Capitalism isn't an ideology — it's an operating system,Bhu Srinivasan,Feb 2018,https://www.ted.com/talks/bhu_srinivasan_capitalism_isn_t_an_ideology_it_s_an_operating_system
Cement's carbon problem — and 2 ways to fix it,Mahendra Singhi,Feb 2022,https://www.ted.com/talks/mahendra_singhi_cement_s_carbon_problem_and_2_ways_to_fix_it
Challenging the perception of belonging,Kathy Vinokurov,Jan 2019,https://www.ted.com/talks/kathy_vinokurov_challenging_the_perception_of_belonging
Cheryl Strayed,Design Matters with Debbie Millman,Feb 2021,https://www.ted.com/talks/design_matters_with_debbie_millman_cheryl_strayed
Cities are driving climate change. Here's how they can fix it,Angel Hsu,Apr 2021,https://www.ted.com/talks/angel_hsu_cities_are_driving_climate_change_here_s_how_they_can_fix_it
Civilization on the Moon — and what it means for life on Earth,Jessy Kate Schingler,Oct 2020,https://www.ted.com/talks/jessy_kate_schingler_civilization_on_the_moon_and_what_it_means_for_life_on_earth
Claws vs. nails,Matthew Borths,Oct 2019,https://www.ted.com/talks/matthew_borths_claws_vs_nails
Climate action is on the cusp of exponential growth,Simon Stiell,Aug 2023,https://www.ted.com/talks/simon_stiell_climate_action_is_on_the_cusp_of_exponential_growth
Climate action needs new frontline leadership,Ozawa Bineshi Albert,Feb 2022,https://www.ted.com/talks/ozawa_bineshi_albert_climate_action_needs_new_frontline_leadership
"Climate action should focus on communities, not just carbon",Jade Begay,Feb 2023,https://www.ted.com/talks/jade_begay_climate_action_should_focus_on_communities_not_just_carbon
Climate action's hidden opportunities for women,Zineb Sqalli,Oct 2022,https://www.ted.com/talks/zineb_sqalli_climate_action_s_hidden_opportunities_for_women
Climate change is becoming a problem you can taste,Amanda Little,Oct 2020,https://www.ted.com/talks/amanda_little_climate_change_is_becoming_a_problem_you_can_taste
Climate change is our reality. Here's how we're taking action,"Al Gore, Gloria Kasang Bulus, Nana Firman, Ximena Loría and Tim Guinee",Mar 2021,https://www.ted.com/talks/al_gore_gloria_kasang_bulus_nana_firman_ximena_loria_and_tim_guinee_climate_change_is_our_reality_here_s_how_we_re_taking_action
Climate change isn't a distant threat — it's our reality,Selina Neirok Leem,Mar 2022,https://www.ted.com/talks/selina_neirok_leem_climate_change_isn_t_a_distant_threat_it_s_our_reality
Climate change will displace millions. Here's how we prepare,Colette Pichon Battle,Jan 2020,https://www.ted.com/talks/colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare
Climate justice can't happen without racial justice,David Lammy,Oct 2020,https://www.ted.com/talks/david_lammy_climate_justice_can_t_happen_without_racial_justice
"Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,Jun 2016,https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish
Comics belong in the classroom,Gene Luen Yang,May 2018,https://www.ted.com/talks/gene_luen_yang_comics_belong_in_the_classroom
Community health heroes,Raj Panjabi,Apr 2018,https://www.ted.com/talks/raj_panjabi_community_health_heroes
Community investment is the missing piece of climate action,Dawn Lippert,Dec 2021,https://www.ted.com/talks/dawn_lippert_community_investment_is_the_missing_piece_of_climate_action
Community-powered criminal justice reform,Raj Jayadev,Sep 2019,https://www.ted.com/talks/raj_jayadev_community_powered_criminal_justice_reform
Community-powered solutions to the climate crisis,Rahwa Ghirmatzion and Zelalem Adefris,Feb 2021,https://www.ted.com/talks/rahwa_ghirmatzion_and_zelalem_adefris_community_powered_solutions_to_the_climate_crisis
Como hablar con otros que piensan distinto,Guadalupe Nogués,Nov 2019,https://www.ted.com/talks/guadalupe_nogues_como_hablar_con_otros_que_piensan_distinto
"Coneheads, egg stacks and anteater attacks: The reign of a termite queen",Barbara Thorne,Aug 2022,https://www.ted.com/talks/barbara_thorne_coneheads_egg_stacks_and_anteater_attacks_the_reign_of_a_termite_queen
Confessions of a recovering micromanager,Chieh Huang,Dec 2018,https://www.ted.com/talks/chieh_huang_confessions_of_a_recovering_micromanager
Could CBD help opioid users overcome addiction?,Yasmin Hurd,Oct 2020,https://www.ted.com/talks/yasmin_hurd_could_cbd_help_opioid_users_overcome_addiction
Could a DAO build the next great city?,Scott Fitsimones,Jul 2022,https://www.ted.com/talks/scott_fitsimones_could_a_dao_build_the_next_great_city
Could a breathalyzer detect cancer?,Julian Burschka,Jan 2020,https://www.ted.com/talks/julian_burschka_could_a_breathalyzer_detect_cancer
Could a drug prevent depression and PTSD?,Rebecca Brachman,Dec 2016,https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
Could a tattoo help you stay healthy?,Carson Bruns,May 2019,https://www.ted.com/talks/carson_bruns_could_a_tattoo_help_you_stay_healthy
Could an orca give a TED Talk?,Karen Bakker,Jul 2023,https://www.ted.com/talks/karen_bakker_could_an_orca_give_a_ted_talk
Could fish social networks help us save coral reefs?,Mike Gil,Jan 2018,https://www.ted.com/talks/mike_gil_could_fish_social_networks_help_us_save_coral_reefs
Could fungi actually be the key to humanity's survival?,David Andrew Quist,Feb 2023,https://www.ted.com/talks/david_andrew_quist_could_fungi_actually_be_the_key_to_humanity_s_survival
Could human civilization spread across the whole galaxy?,Roey Tzezana,Sep 2016,https://www.ted.com/talks/roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy
Could one vaccine protect against everything?,TED-Ed,Nov 2022,https://www.ted.com/talks/ted_ed_could_one_vaccine_protect_against_everything
Could the Earth be swallowed by a black hole?,Fabio Pacucci,Sep 2018,https://www.ted.com/talks/fabio_pacucci_could_the_earth_be_swallowed_by_a_black_hole
Could we build a wooden skyscraper?,Stefan Al,Jul 2021,https://www.ted.com/talks/stefan_al_could_we_build_a_wooden_skyscraper
Could we harness the power of a black hole?,Fabio Pacucci,Oct 2020,https://www.ted.com/talks/fabio_pacucci_could_we_harness_the_power_of_a_black_hole
Could we treat Alzheimer's with light and sound?,Li-Huei Tsai,Jan 2022,https://www.ted.com/talks/li_huei_tsai_could_we_treat_alzheimer_s_with_light_and_sound
Could we treat spinal cord injuries with asparagus?,Andrew Pelling,Nov 2020,https://www.ted.com/talks/andrew_pelling_could_we_treat_spinal_cord_injuries_with_asparagus
Could you recover from illness ... using your own stem cells?,Nabiha Saklayen,Sep 2021,https://www.ted.com/talks/nabiha_saklayen_could_you_recover_from_illness_using_your_own_stem_cells
Could you survive the real Twilight Zone?,Philip Renaud and Kenneth Kostel,May 2021,https://www.ted.com/talks/philip_renaud_and_kenneth_kostel_could_you_survive_the_real_twilight_zone
Countdown Global Launch 2020,TED,Oct 2020,https://www.ted.com/talks/ted_countdown_global_launch_2020
Countdown Global Livestream 2021,TED,Oct 2021,https://www.ted.com/talks/ted_countdown_global_livestream_2021
Countdown Session 1: Urgency (Full session),Hosted by Mark Ruffalo and Don Cheadle,Oct 2020,https://www.ted.com/talks/hosted_by_mark_ruffalo_and_don_cheadle_countdown_session_1_urgency_full_session
Countdown Session 2: Leadership (Full session),Hosted by Al Gore and Jaden Smith,Oct 2020,https://www.ted.com/talks/hosted_by_al_gore_and_jaden_smith_countdown_session_2_leadership_full_session
Countdown Session 3: Transformation (Full session),Hosted by Jane Fonda and Xiye Bastida,Oct 2020,https://www.ted.com/talks/hosted_by_jane_fonda_and_xiye_bastida_countdown_session_3_transformation_full_session
Countdown Session 4: Transformation (Full session),Hosted by Prajakta Koli and Hannah Stocking,Oct 2020,https://www.ted.com/talks/hosted_by_prajakta_koli_and_hannah_stocking_countdown_session_4_transformation_full_session
Countdown Session 5: Action (Full session),Hosted by Chris Hemsworth and Priyanka Chopra Jonas,Oct 2020,https://www.ted.com/talks/hosted_by_chris_hemsworth_and_priyanka_chopra_jonas_countdown_session_5_action_full_session
Courage is contagious,Damon Davis,Aug 2017,https://www.ted.com/talks/damon_davis_courage_is_contagious
Creative ways to get kids to thrive in school,Olympia Della Flora,Mar 2019,https://www.ted.com/talks/olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school
Creativity builds nations,Muthoni Drummer Queen,Sep 2019,https://www.ted.com/talks/muthoni_drummer_queen_creativity_builds_nations
"Crisis support for the world, one text away",Nancy Lublin,Apr 2020,https://www.ted.com/talks/nancy_lublin_crisis_support_for_the_world_one_text_away
Cómo darle credibilidad a tu voz,Emma Rodero,Mar 2018,https://www.ted.com/talks/emma_rodero_como_darle_credibilidad_a_tu_voz
Cómo los niños pueden aprender historia,Fernando Salem,Mar 2019,https://www.ted.com/talks/fernando_salem_como_los_ninos_pueden_aprender_historia
Cómo un doctor de astronautas capacita al cuerpo para el espacio,Víctor Demaría Pesce,Mar 2019,https://www.ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio
Cómo usar el arte de la fotografía para restaurar la memoria,Alejandro Chaskielberg,Nov 2018,https://www.ted.com/talks/alejandro_chaskielberg_como_usar_el_arte_de_la_fotografia_para_restaurar_la_memoria
Dangerous times call for dangerous women,Pat Mitchell,Jan 2020,https://www.ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women
Dare to refuse the origin myths that claim who you are,Chetan Bhatt,Sep 2017,https://www.ted.com/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are
Data-driven farming could transform agriculture,Ranveer Chandra,Jul 2018,https://www.ted.com/talks/ranveer_chandra_data_driven_farming_could_transform_agriculture
"Dear Facebook, this is how you're breaking democracy",Yaël Eisenstat,Sep 2020,https://www.ted.com/talks/yael_eisenstat_dear_facebook_this_is_how_you_re_breaking_democracy
"Dear world leaders, these are our climate demands","Xiye Bastida, Shiv Soin and Latif Nasser",Nov 2021,https://www.ted.com/talks/xiye_bastida_shiv_soin_and_latif_nasser_dear_world_leaders_these_are_our_climate_demands
Debunking the myth of the Lost Cause: A lie embedded in American history,Karen L. Cox,Feb 2021,https://www.ted.com/talks/karen_l_cox_debunking_the_myth_of_the_lost_cause_a_lie_embedded_in_american_history
Decarbonizing fossil fuels,Countdown Summit,Oct 2021,https://www.ted.com/talks/countdown_summit_decarbonizing_fossil_fuels
"Deep learning, neural networks and the future of AI",Yann LeCun,Jul 2020,https://www.ted.com/talks/yann_lecun_deep_learning_neural_networks_and_the_future_of_ai
"Demolition, disease, and death: Building the Panama Canal",Alex Gendler,Apr 2021,https://www.ted.com/talks/alex_gendler_demolition_disease_and_death_building_the_panama_canal
Demystifying the wild world of crypto,Laura Shin,Dec 2022,https://www.ted.com/talks/laura_shin_demystifying_the_wild_world_of_crypto
Designing for justice,Antionette Carroll,Jul 2020,https://www.ted.com/talks/antionette_carroll_designing_for_justice
Detroit's climate crisis — and how to build a resilient future everywhere,Anika Goss,Jul 2023,https://www.ted.com/talks/anika_goss_detroit_s_climate_crisis_and_how_to_build_a_resilient_future_everywhere
Dictators hate political cartoons — so I keep drawing them,Rayma Suprani,Jan 2020,https://www.ted.com/talks/rayma_suprani_dictators_hate_political_cartoons_so_i_keep_drawing_them
Did ancient Troy really exist?,Einav Zamir Dembin,Jul 2018,https://www.ted.com/talks/einav_zamir_dembin_did_ancient_troy_really_exist
Did the Amazons really exist?,Adrienne Mayor,Jun 2018,https://www.ted.com/talks/adrienne_mayor_did_the_amazons_really_exist
Did the global response to 9/11 make us safer?,Benedetta Berti,Sep 2018,https://www.ted.com/talks/benedetta_berti_did_the_global_response_to_9_11_make_us_safer
Digital humans that look just like us,Doug Roble,May 2019,https://www.ted.com/talks/doug_roble_digital_humans_that_look_just_like_us
Dignity isn't a privilege. It's a worker's right,Abigail Disney,Sep 2020,https://www.ted.com/talks/abigail_disney_dignity_isn_t_a_privilege_it_s_a_worker_s_right
Dive into an ocean photographer's world,Thomas Peschak,Feb 2016,https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
Diversity in harmony,Wobbly World,Feb 2018,https://www.ted.com/talks/wobbly_world_diversity_in_harmony
Do 9 out of 10 dentists really recommend that toothpaste?,Mona Chalabi,Oct 2021,https://www.ted.com/talks/mona_chalabi_do_9_out_of_10_dentists_really_recommend_that_toothpaste
Do insects have personalities?,Melinda Babits,Jan 2019,https://www.ted.com/talks/melinda_babits_do_insects_have_personalities
Do kids think of sperm donors as family?,Veerle Provoost,Dec 2016,https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family
Do larger animals take longer to pee?,David L. Hu,Nov 2020,https://www.ted.com/talks/david_l_hu_do_larger_animals_take_longer_to_pee
Do politics make us irrational?,Jay Van Bavel,Feb 2020,https://www.ted.com/talks/jay_van_bavel_do_politics_make_us_irrational
Do tax cuts stimulate the economy?,Jonathan Smith,May 2022,https://www.ted.com/talks/jonathan_smith_do_tax_cuts_stimulate_the_economy
Do we really own our bodies?,Gaspard Koenig,May 2018,https://www.ted.com/talks/gaspard_koenig_do_we_really_own_our_bodies
Do you have what it takes to freelance?,TED-Ed,Sep 2022,https://www.ted.com/talks/ted_ed_do_you_have_what_it_takes_to_freelance
Do you really know why you do what you do?,Petter Johansson,Mar 2018,https://www.ted.com/talks/petter_johansson_do_you_really_know_why_you_do_what_you_do
Do you really need 8 hours of sleep every night?,Jen Gunter,Nov 2022,https://www.ted.com/talks/jen_gunter_do_you_really_need_8_hours_of_sleep_every_night
Documentary films that explore trauma — and make space for healing,Almudena Toral,Jul 2021,https://www.ted.com/talks/almudena_toral_documentary_films_that_explore_trauma_and_make_space_for_healing
Does AI actually understand us?,Alona Fyshe,Mar 2023,https://www.ted.com/talks/alona_fyshe_does_ai_actually_understand_us
Does color blindness perpetuate racism?,Coleman Hughes and Jamelle Bouie,Aug 2023,https://www.ted.com/talks/coleman_hughes_and_jamelle_bouie_does_color_blindness_perpetuate_racism
Does grammar matter?,Andreea S. Calude,Apr 2016,https://www.ted.com/talks/andreea_s_calude_does_grammar_matter
Does photographing a moment steal the experience from you?,Erin Sullivan,Jan 2020,https://www.ted.com/talks/erin_sullivan_does_photographing_a_moment_steal_the_experience_from_you
Does time exist?,Andrew Zimmerman Jones,Oct 2018,https://www.ted.com/talks/andrew_zimmerman_jones_does_time_exist
Does working hard really make you a good person?,Azim Shariff,May 2023,https://www.ted.com/talks/azim_shariff_does_working_hard_really_make_you_a_good_person
Doesn't everyone deserve a chance at a good life?,Jim Yong Kim,Jun 2017,https://www.ted.com/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life
Don't call people out — call them in,Loretta J. Ross,Aug 2021,https://www.ted.com/talks/loretta_j_ross_don_t_call_people_out_call_them_in
Don't fail fast — fail mindfully,Leticia Gasca,Aug 2018,https://www.ted.com/talks/leticia_gasca_don_t_fail_fast_fail_mindfully
Don't fear intelligent machines. Work with them,Garry Kasparov,May 2017,https://www.ted.com/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them
Don't fear superintelligent AI,Grady Booch,Feb 2017,https://www.ted.com/talks/grady_booch_don_t_fear_superintelligent_ai
Don't feel sorry for refugees — believe in them,Luma Mufleh,Jun 2017,https://www.ted.com/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them
Don't shy away from ignorance — use it to better yourself,Laura Fox,Jul 2016,https://www.ted.com/talks/laura_fox_don_t_shy_away_from_ignorance_use_it_to_better_yourself
Don't suffer from your depression in silence,Nikki Webber Allen,Oct 2017,https://www.ted.com/talks/nikki_webber_allen_don_t_suffer_from_your_depression_in_silence
Drawings that show the beauty and fragility of Earth,Zaria Forman,May 2016,https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth
Dreams and details for a decarbonized future,Jim Hagemann Snabe,Dec 2021,https://www.ted.com/talks/jim_hagemann_snabe_dreams_and_details_for_a_decarbonized_future
Duelo por la muerte del padre,Hernán Casciari,Jul 2018,https://www.ted.com/talks/hernan_casciari_duelo_por_la_muerte_del_padre
"Earth's mysterious red glow, explained",Zoe Pierrat,Sep 2021,https://www.ted.com/talks/zoe_pierrat_earth_s_mysterious_red_glow_explained
Earth's original inhabitants — and their role in combating climate change,Steven Allison,Apr 2021,https://www.ted.com/talks/steven_allison_earth_s_original_inhabitants_and_their_role_in_combating_climate_change
Easing water scarcity by understanding when and where it flows,Kala Fleming,Feb 2018,https://www.ted.com/talks/kala_fleming_easing_water_scarcity_by_understanding_when_and_where_it_flows
Easy DIY projects for kid engineers,Fawn Qiu,Nov 2016,https://www.ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers
Easy ways to practice empathy in your own life,Gwen Yi Wong,Dec 2020,https://www.ted.com/talks/gwen_yi_wong_easy_ways_to_practice_empathy_in_your_own_life
Education is a fundamental right for every child,Makhtoum Abdalla,Dec 2021,https://www.ted.com/talks/makhtoum_abdalla_education_is_a_fundamental_right_for_every_child
Efficient leadership in the digital era,Charlene Li,Feb 2018,https://www.ted.com/talks/charlene_li_efficient_leadership_in_the_digital_era
Einstein's twin paradox explained,Amber Stuver,Sep 2019,https://www.ted.com/talks/amber_stuver_einstein_s_twin_paradox_explained
El impacto del marketing en los medicamentos que tomamos,Pablo Santa Cruz,Jul 2018,https://www.ted.com/talks/pablo_santa_cruz_el_impacto_del_marketing_en_los_medicamentos_que_tomamos
El marketing para terminar guerras,Francisco Samper,Jul 2018,https://www.ted.com/talks/francisco_samper_el_marketing_para_terminar_guerras_jan_2018
El valor de nuestra diversidad interna,Rebeca Hwang,Jul 2018,https://www.ted.com/talks/rebeca_hwang_el_valor_de_nuestra_diversidad_interna
Electrical experiments with plants that count and communicate,Greg Gage,Oct 2017,https://www.ted.com/talks/greg_gage_electrical_experiments_with_plants_that_count_and_communicate
Electronic pills that could transform how we treat disease,Khalil Ramadi,May 2021,https://www.ted.com/talks/khalil_ramadi_electronic_pills_that_could_transform_how_we_treat_disease
"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022",Elon Musk,Apr 2022,https://www.ted.com/talks/elon_musk_elon_musk_talks_twitter_tesla_and_how_his_brain_works_live_at_ted2022
"Embrace your raw, strange magic",Casey Gerald,Jan 2019,https://www.ted.com/talks/casey_gerald_embrace_your_raw_strange_magic
Emergency medicine for our climate fever,Kelly Wanser,Aug 2019,https://www.ted.com/talks/kelly_wanser_emergency_medicine_for_our_climate_fever
Empathy is not endorsement,Dylan Marron,Apr 2018,https://www.ted.com/talks/dylan_marron_empathy_is_not_endorsement
"Empower a girl, transform a community",Kakenya Ntaiya,Apr 2019,https://www.ted.com/talks/kakenya_ntaiya_empower_a_girl_transform_a_community
Enough with the fear of fat,Kelli Jean Drinkwater,Oct 2016,https://www.ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat
"Entropy, order and the theory of the multiverse",ELEW and Marcus Miller,Jan 2020,https://www.ted.com/talks/elew_and_marcus_miller_entropy_order_and_the_theory_of_the_multiverse
Epic Engineering: Building the Brooklyn Bridge,Alex Gendler,Feb 2020,https://www.ted.com/talks/alex_gendler_epic_engineering_building_the_brooklyn_bridge
Erotismo en la vejez,Ricardo Iacub,May 2020,https://www.ted.com/talks/ricardo_iacub_erotismo_en_la_vejez
"Esports, virtual Formula 1 and the new era of play",James Hodge,Jun 2022,https://www.ted.com/talks/james_hodge_esports_virtual_formula_1_and_the_new_era_of_play
Essential questions to ask your future self,Meg Jay,Jun 2021,https://www.ted.com/talks/meg_jay_essential_questions_to_ask_your_future_self
Et si la bière était féminine ? | Elisabeth Pierre | TEDxToulouse,Elisabeth Pierre,Mar 2020,https://www.ted.com/talks/elisabeth_pierre_l_histoire_inedite_des_femmes_a_l_origine_de_la_biere
Ethical dilemma: Should we get rid of mosquitoes?,Talya Hackett,Jan 2023,https://www.ted.com/talks/talya_hackett_ethical_dilemma_should_we_get_rid_of_mosquitoes
Ethical dilemma: The burger murders,George Siedel and Christine Ladwig,Aug 2020,https://www.ted.com/talks/george_siedel_and_christine_ladwig_ethical_dilemma_the_burger_murders
Ethical dilemma: Who should you believe?,Alex Worsnip,Apr 2022,https://www.ted.com/talks/alex_worsnip_ethical_dilemma_who_should_you_believe
Ethical dilemma: Would you lie?,Sarah Stroud,Jun 2022,https://www.ted.com/talks/sarah_stroud_ethical_dilemma_would_you_lie
Europe's plan to become the first carbon-neutral continent,Ursula von der Leyen,Oct 2020,https://www.ted.com/talks/ursula_von_der_leyen_europe_s_plan_to_become_the_first_carbon_neutral_continent
"Every day you live, you impact the planet",Jane Goodall,Jul 2020,https://www.ted.com/talks/jane_goodall_every_day_you_live_you_impact_the_planet
Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,Jun 2016,https://www.ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable
Everyday sexism,Laura Bates,Feb 2019,https://www.ted.com/talks/laura_bates_everyday_sexism
Everyone can participate in building the metaverse,Sutu,Sep 2022,https://www.ted.com/talks/sutu_everyone_can_participate_in_building_the_metaverse
Everything around you can become a computer,Ivan Poupyrev,May 2019,https://www.ted.com/talks/ivan_poupyrev_everything_around_you_can_become_a_computer
Everything changed when the fire crystal got stolen,Alex Gendler,Feb 2020,https://www.ted.com/talks/alex_gendler_everything_changed_when_the_fire_crystal_got_stolen
Everything you hear on film is a lie,Tasos Frantzolas,Oct 2016,https://www.ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie
"Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,Oct 2018,https://www.ted.com/talks/iseult_gillespie_everything_you_need_to_know_to_read_the_canterbury_tales
Evolution's great mystery: Language,Michael Corballis,Aug 2020,https://www.ted.com/talks/michael_corballis_evolution_s_great_mystery_language
External innovation basics from an R&D expert,Michael Ringel,Dec 2017,https://www.ted.com/talks/michael_ringel_external_innovation_basics_from_an_r_d_expert
Facebook's role in Brexit — and the threat to democracy,Carole Cadwalladr,Apr 2019,https://www.ted.com/talks/carole_cadwalladr_facebook_s_role_in_brexit_and_the_threat_to_democracy
Facing the future together,Rowan Fitzpatrick and Heart of Mind,Feb 2018,https://www.ted.com/talks/rowan_fitzpatrick_and_heart_of_mind_facing_the_future_together
Fake videos of real people — and how to spot them,Supasorn Suwajanakorn,Jul 2018,https://www.ted.com/talks/supasorn_suwajanakorn_fake_videos_of_real_people_and_how_to_spot_them
