Name,Course,Sector,Links
4 signs of emotional abuse,Geminelle,Mar 2022,https://www.ted.com/talks/viann_nguyen_feng_4_signs_of_emotional_abuse
4 steps to ending extreme poverty,Nathan D. Horowitz,Sep 2020,https://www.ted.com/talks/shameran_abed_4_steps_to_ending_extreme_poverty
4 steps to hiring fairly — and supporting criminal justice reform,Why rivals are working together to transform shipping,Dec 2021,https://www.ted.com/talks/nyra_jordan_4_steps_to_hiring_fairly_and_supporting_criminal_justice_reform
4 things all great listeners know,Fallon Goodman,Nov 2022,https://www.ted.com/talks/ted_ed_4_things_all_great_listeners_know
4 tips to kickstart honest conversations at work,Qiuqing Tai,Jan 2021,https://www.ted.com/talks/betsy_kauffman_4_tips_to_kickstart_honest_conversations_at_work
4 ways the COVID-19 pandemic changed the way we sleep,American Family Insurance,Dec 2021,https://www.ted.com/talks/matt_walker_4_ways_the_covid_19_pandemic_changed_the_way_we_sleep
4 ways to build a human company in the age of machines,Stacy Smith,Nov 2016,https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
4 ways to design a disability-friendly future,Jen Gunter,Oct 2022,https://www.ted.com/talks/meghan_hussey_4_ways_to_design_a_disability_friendly_future
4 ways to have healthy conversations about race,Azim Shariff,May 2023,https://www.ted.com/talks/afrika_afeni_mills_4_ways_to_have_healthy_conversations_about_race
4 ways to make a city more walkable,Shunan Teng,Feb 2017,https://www.ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable
4 ways to make hybrid work better for everyone,Monica Fay,Apr 2023,https://www.ted.com/talks/tsedal_neeley_4_ways_to_make_hybrid_work_better_for_everyone
4 ways to redefine power at work to include women of color,Mounia Akl,Jan 2022,https://www.ted.com/talks/rha_goddess_and_deepa_purushothaman_4_ways_to_redefine_power_at_work_to_include_women_of_color
5 challenges we could solve by designing new proteins,Tshering Tobgay,Jun 2019,https://www.ted.com/talks/david_baker_5_challenges_we_could_solve_by_designing_new_proteins
5 ethical principles for digitizing humanitarian aid,Grace Smith-Viduarre and Tim Wright,Jun 2022,https://www.ted.com/talks/aarathi_krishnan_5_ethical_principles_for_digitizing_humanitarian_aid
5 hiring tips every company (and job seeker) should know,Shannon Odell,Dec 2022,https://www.ted.com/talks/nithya_vaduganathan_5_hiring_tips_every_company_and_job_seeker_should_know
5 keys to shifting to a well-being economy — and the cost of inaction,Jamil Zaki,Dec 2021,https://www.ted.com/talks/sandrine_dixson_decleve_5_keys_to_shifting_to_a_well_being_economy_and_the_cost_of_inaction
5 lessons on building an emissions-free city,Guntur V. Subbarao,Nov 2022,https://www.ted.com/talks/heidi_sorensen_5_lessons_on_building_an_emissions_free_city
5 needs that any COVID-19 response should meet,Marc Fagelson,Jul 2020,https://www.ted.com/talks/kwame_owusu_kesse_5_needs_that_any_covid_19_response_should_meet
"5 parenting tips for raising resilient, self-reliant kids",TED-Ed,Oct 2022,https://www.ted.com/talks/tameka_montgomery_5_parenting_tips_for_raising_resilient_self_reliant_kids
5 promising factors propelling climate action,Christopher M. Moreman,Apr 2022,https://www.ted.com/talks/gabriel_kra_5_promising_factors_propelling_climate_action
5 skin health myths to stop believing now,Sasha Sarago,Jun 2021,https://www.ted.com/talks/jen_gunter_5_skin_health_myths_to_stop_believing_now
5 steps for clean air in India,Diego Prilusky,Nov 2019,https://www.ted.com/talks/arunabha_ghosh_5_steps_for_clean_air_in_india
5 steps to building a personal brand you feel good about,Alysa McCall,Apr 2023,https://www.ted.com/talks/marcos_salazar_5_steps_to_building_a_personal_brand_you_feel_good_about
5 steps to designing the life you want,TED Business,Feb 2021,https://www.ted.com/talks/bill_burnett_5_steps_to_designing_the_life_you_want
5 steps to fix any problem at work,Punya Mishra,May 2023,https://www.ted.com/talks/anne_morriss_5_steps_to_fix_any_problem_at_work
5 steps to remove yourself from drama at work,Al Gore,Jun 2020,https://www.ted.com/talks/anastasia_penright_5_steps_to_remove_yourself_from_drama_at_work
5 things you should know about back pain,Georgette Bennett,Nov 2022,https://www.ted.com/talks/jen_gunter_5_things_you_should_know_about_back_pain
5 tips for dealing with meeting overload,Tanya Berger-Wolf,Oct 2021,https://www.ted.com/talks/cindy_solomon_5_tips_for_dealing_with_meeting_overload
5 transformational policies for a prosperous and sustainable world,Aparna Mehta,Oct 2018,https://www.ted.com/talks/johan_rockstrom_5_transformational_policies_for_a_prosperous_and_sustainable_world
5 values for repairing the harms of colonialism,David Andrew Quist,Jan 2023,https://www.ted.com/talks/jing_corpuz_5_values_for_repairing_the_harms_of_colonialism
5 ways to create stronger connections,Jiabao Li,Feb 2020,https://www.ted.com/talks/robert_reffkin_5_ways_to_create_stronger_connections
5 ways to lead in an era of constant change,Jeanne Gang,Oct 2016,https://www.ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
5 ways to share math with kids,Why rivals are working together to transform shipping,Jan 2019,https://www.ted.com/talks/dan_finkel_5_ways_to_share_math_with_kids
6 big ethical questions about the future of AI,Mostafa Minawi,Dec 2020,https://www.ted.com/talks/genevieve_bell_6_big_ethical_questions_about_the_future_of_ai
6 essential lessons for women leaders,Nick Caruso and Dani Rabaiotti,Jan 2021,https://www.ted.com/talks/julia_gillard_and_ngozi_okonjo_iweala_6_essential_lessons_for_women_leaders
6 myths about the Middle Ages that everyone believes,Nathalia Holt,Mar 2023,https://www.ted.com/talks/stephanie_honchell_smith_6_myths_about_the_middle_ages_that_everyone_believes
6 space technologies we can use to improve life on Earth,Howard C. Stevenson,Feb 2018,https://www.ted.com/talks/danielle_wood_6_space_technologies_we_can_use_to_improve_life_on_earth
6 tips for better sleep,John Biewen,Sep 2020,https://www.ted.com/talks/matt_walker_6_tips_for_better_sleep
6 tips for building your confidence,Fabio Pacucci,Aug 2022,https://www.ted.com/talks/emily_jaenson_6_tips_for_building_your_confidence
6 ways to improve your relationship with money,Chuck Plunkett,Feb 2020,https://www.ted.com/talks/thasunda_duckett_6_ways_to_improve_your_relationship_with_money
7 beliefs that can silence women — and how to unlearn them,Julian Burschka,Nov 2019,https://www.ted.com/talks/deepa_narayan_7_beliefs_that_can_silence_women_and_how_to_unlearn_them
7 common questions about workplace romance,Katharine Wilkinson,Dec 2018,https://www.ted.com/talks/amy_nicole_baker_7_common_questions_about_workplace_romance
"7 new species of robot that jump, dance — and walk on water",Talya Hackett,Jan 2023,https://www.ted.com/talks/dennis_hong_7_new_species_of_robot_that_jump_dance_and_walk_on_water
7 principles for building better cities,Amel Karboul,Aug 2017,https://www.ted.com/talks/peter_calthorpe_7_principles_for_building_better_cities
7 tools for building a business people trust,Beth Ford,May 2021,https://www.ted.com/talks/marcos_aguiar_7_tools_for_building_a_business_people_trust
8 lessons on building a company people enjoy working for,Iseult Gillespie,Feb 2019,https://www.ted.com/talks/patty_mccord_8_lessons_on_building_a_company_people_enjoy_working_for
8 steps to understanding information (and maybe the universe),Mel Robbins,Feb 2018,https://www.ted.com/talks/phil_tetlow_8_steps_to_understanding_information_and_maybe_the_universe
"A ""forest generation"" living in harmony with nature",Kedra Newsom Reeves,Oct 2020,https://www.ted.com/talks/ernestine_leikeki_sevidzem_a_forest_generation_living_in_harmony_with_nature
"A ""living drug"" that could change the way we treat cancer",Sheila Marie Orfano,Sep 2019,https://www.ted.com/talks/carl_june_a_living_drug_that_could_change_the_way_we_treat_cancer
A 13-year-old's plan for removing plastic from the oceans,Paul Rucker,Sep 2019,https://www.ted.com/talks/haaziq_kazi_a_13_year_old_s_plan_for_removing_plastic_from_the_oceans
A 3-part plan to take on extreme heat waves,Charles Wallace and Sajan Saini,Jul 2022,https://www.ted.com/talks/eleni_myrivili_a_3_part_plan_to_take_on_extreme_heat_waves
A 3-step guide to believing in yourself,P. Seth Yelorda,Jun 2023,https://www.ted.com/talks/sheryl_lee_ralph_a_3_step_guide_to_believing_in_yourself
"A 5,300-year-old murder mystery",Yvonne Newbold,Aug 2023,https://www.ted.com/talks/albert_zink_a_5_300_year_old_murder_mystery
A Black man goes undercover in the alt-right,Philipp Gerbert,Sep 2017,https://www.ted.com/talks/theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right
"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy",Dan Kwartler,May 2020,https://www.ted.com/talks/uri_alon_a_covid_19_exit_strategy_to_end_lockdown_and_reopen_the_economy
A Holocaust survivor's blueprint for happiness,Amber Stuver,Aug 2019,https://www.ted.com/talks/eddie_jaku_a_holocaust_survivor_s_blueprint_for_happiness
"A NASA astronaut's lessons on fear, confidence and preparing for spaceflight",Sahaj Kaur Kohli,Apr 2021,https://www.ted.com/talks/megan_mcarthur_a_nasa_astronaut_s_lessons_on_fear_confidence_and_preparing_for_spaceflight
A Parkland teacher's homework for us all,Max Tegmark,Apr 2018,https://www.ted.com/talks/diane_wolk_rogers_a_parkland_teacher_s_homework_for_us_all
A Republican mayor's plan to replace partisanship with policy,Susan David,Nov 2017,https://www.ted.com/talks/g_t_bynum_a_republican_mayor_s_plan_to_replace_partisanship_with_policy
A beginner's guide to quantum computing,Stefan Al,Jan 2019,https://www.ted.com/talks/shohini_ghose_a_beginner_s_guide_to_quantum_computing
A better way to talk about love,Siamak Hariri,Jan 2017,https://www.ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love
A blueprint for reparations in the US,Elizabeth Cox,Jul 2020,https://www.ted.com/talks/william_sandy_darity_a_blueprint_for_reparations_in_the_us
A bold idea to replace politicians,Keith Kirkland,Mar 2019,https://www.ted.com/talks/cesar_hidalgo_a_bold_idea_to_replace_politicians
A bold plan to empower 1.6 million out-of-school girls in India,TED-Ed,Sep 2019,https://www.ted.com/talks/safeena_husain_a_bold_plan_to_empower_1_6_million_out_of_school_girls_in_india
A bold plan to house 100 million people,Karen Lloyd,Dec 2017,https://www.ted.com/talks/gautam_bhan_a_bold_plan_to_house_100_million_people
A bold plan to protect 30 percent of the Earth's surface and ocean floor,John Doerr and Ryan Panchadsaram,Nov 2021,https://www.ted.com/talks/enric_sala_a_bold_plan_to_protect_30_percent_of_the_earth_s_surface_and_ocean_floor
A bold plan to transform access to the US social safety net,Ken Chenault,May 2022,https://www.ted.com/talks/amanda_renteria_a_bold_plan_to_transform_access_to_the_us_social_safety_net
A brain implant that turns your thoughts into text,Aarathi Krishnan,Jun 2022,https://www.ted.com/talks/tom_oxley_a_brain_implant_that_turns_your_thoughts_into_text
A brie(f) history of cheese,Tiana Epps-Johnson,Dec 2018,https://www.ted.com/talks/paul_s_kindstedt_a_brie_f_history_of_cheese
A brief history of Spanish,Jamie Bernthal,Aug 2022,https://www.ted.com/talks/ilan_stavans_a_brief_history_of_spanish
A brief history of alcohol,Kenny Coogan,Jan 2020,https://www.ted.com/talks/rod_phillips_a_brief_history_of_alcohol
A brief history of cannibalism,Iseult Gillespie,Jul 2019,https://www.ted.com/talks/bill_schutt_a_brief_history_of_cannibalism
A brief history of chess,Alex Rosenthal,Sep 2019,https://www.ted.com/talks/alex_gendler_a_brief_history_of_chess
A brief history of divorce,John Kerry and Al Gore,Jan 2021,https://www.ted.com/talks/rod_phillips_a_brief_history_of_divorce
A brief history of dogs,Yuko Munakata,Mar 2019,https://www.ted.com/talks/david_ian_howe_a_brief_history_of_dogs
A brief history of dumplings,Olivia Lazard,Jun 2022,https://www.ted.com/talks/miranda_brown_a_brief_history_of_dumplings
A brief history of goths,Tomás Saraceno,May 2017,https://www.ted.com/talks/dan_adams_a_brief_history_of_goths
A brief history of the devil,Justin Schmidt,Mar 2021,https://www.ted.com/talks/brian_a_pavlac_a_brief_history_of_the_devil
A brief history of toilets,Stefan Al,Jun 2021,https://www.ted.com/talks/francis_de_los_reyes_a_brief_history_of_toilets
A brief tour of the last 4 billion years (dinosaurs not included),Alanna Shaikh,Feb 2020,https://www.ted.com/talks/lauren_sallan_a_brief_tour_of_the_last_4_billion_years_dinosaurs_not_included
A burial practice that nourishes the planet,Richard Browning,Mar 2017,https://www.ted.com/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet
A business against racism,Sophie Andrews,Feb 2018,https://www.ted.com/talks/villy_wang_a_business_against_racism
A call for a moral revival,Suleika Jaouad,May 2019,https://www.ted.com/talks/rev_william_barber_and_rev_liz_theoharis_a_call_for_a_moral_revival
A call to end the media coverage mass shooters want,Daniel Alexander Jones,Jul 2020,https://www.ted.com/talks/tom_teves_a_call_to_end_the_media_coverage_mass_shooters_want
A camera that can see around corners,Heather C. McGhee,Mar 2020,https://www.ted.com/talks/david_lindell_a_camera_that_can_see_around_corners
A campaign for period positivity,Lindsay Morcom,Mar 2020,https://www.ted.com/talks/ananya_grover_a_campaign_for_period_positivity
A carbon-free future starts with driving less,Heidi Sørensen,Nov 2022,https://www.ted.com/talks/wayne_ting_a_carbon_free_future_starts_with_driving_less
A case for cliteracy,Aparna Pallavi,Feb 2019,https://www.ted.com/talks/sophia_wallace_a_case_for_cliteracy
A case for color blindness,Andrew Leland,Jul 2023,https://www.ted.com/talks/coleman_hughes_a_case_for_color_blindness
A celebration of natural hair,Gabriela González,Jun 2017,https://www.ted.com/talks/cheyenne_cochrane_a_celebration_of_natural_hair
A chef shares: Here's how we can feed the planet without hurting the climate ,Noah Charney,Nov 2020,https://www.ted.com/talks/peggy_chan_a_chef_shares_here_s_how_we_can_feed_the_planet_without_hurting_the_climate
A circular economy for salt that keeps rivers clean,Eli Pariser,Oct 2019,https://www.ted.com/talks/tina_arrowood_a_circular_economy_for_salt_that_keeps_rivers_clean
A cleanse won't detox your body — but here's what will,Kathryn A. Whitehead,Jul 2021,https://www.ted.com/talks/jen_gunter_a_cleanse_won_t_detox_your_body_but_here_s_what_will
A climate change solution that's right under our feet,Efosa Ojomo,Sep 2019,https://www.ted.com/talks/asmeret_asefaw_berhe_a_climate_change_solution_that_s_right_under_our_feet
A climate solution where all sides can win,Ray Dalio,May 2017,https://www.ted.com/talks/ted_halstead_a_climate_solution_where_all_sides_can_win
A close-to-home solution for accessible childcare,Mona Chalabi,Oct 2021,https://www.ted.com/talks/chris_bennett_a_close_to_home_solution_for_accessible_childcare
A colorful case for outside-the-box thinking on identity,Jay Van Bavel and Dominic Packer,Nov 2022,https://www.ted.com/talks/olivia_vinckier_a_colorful_case_for_outside_the_box_thinking_on_identity
A concrete idea to reduce carbon emissions,Why rivals are working together to transform shipping,Feb 2021,https://www.ted.com/talks/karen_scrivener_a_concrete_idea_to_reduce_carbon_emissions
A coral reef love story,Kaitlyn Sadtler and Heather J. Faust,Oct 2019,https://www.ted.com/talks/ayana_elizabeth_johnson_a_coral_reef_love_story
A crash course in organic chemistry,Mary Lou Jepsen,Jul 2018,https://www.ted.com/talks/jakob_magolan_a_crash_course_in_organic_chemistry
A creative approach to community climate action,Christine Blume,Dec 2022,https://www.ted.com/talks/xavier_cortada_a_creative_approach_to_community_climate_action
"A creative solution for the water crisis in Flint, Michigan",Valorie Kondos Field,Nov 2019,https://www.ted.com/talks/latoya_ruby_frazier_a_creative_solution_for_the_water_crisis_in_flint_michigan
"A creator-led internet, built on blockchain",Alexis Nikole Nelson,May 2022,https://www.ted.com/talks/adam_mosseri_a_creator_led_internet_built_on_blockchain
A dance to honor Mother Earth,Shonda Rhimes and Cyndi Stivers,Aug 2017,https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth
A data translation toolkit that anyone can use,Charlene Li,Jan 2018,https://www.ted.com/talks/jonathan_koch_a_data_translation_toolkit_that_anyone_can_use
A day in the Islamic Golden Age,Katherine James,Mar 2023,https://www.ted.com/talks/birte_kristiansen_and_petra_sijpesteijn_a_day_in_the_islamic_golden_age
A day in the life of a Celtic Druid,Tina Arrowood,Sep 2019,https://www.ted.com/talks/philip_freeman_a_day_in_the_life_of_a_celtic_druid
A day in the life of a Cossack warrior,Sarah Sze,Aug 2019,https://www.ted.com/talks/alex_gendler_a_day_in_the_life_of_a_cossack_warrior
A day in the life of a Mongolian queen,Roy Bahat and Bryn Freedman,Jan 2019,https://www.ted.com/talks/anne_f_broadbridge_a_day_in_the_life_of_a_mongolian_queen
